,SeedGeneList,ModuleGenes,SeedGene,p-value,AlgorithmUsed,module ID,Num of SeedGenes,Num of Genes in Module
711,['NFKB1'],"['PFKL', 'NR3C2', 'ACTG1', 'IL9', 'RPL18', 'TUBAL3', 'CD74', 'MRE11', 'HLA-DOA', 'IKBKG', 'ACTR8', 'MCCC1', 'F11R', 'PADI3', 'SNW1', 'TUBB6', 'CCL19', 'EHD1', 'TAL1', 'RNF25', 'FOXP3', 'BCL7A', 'NFKBIB', 'GIMAP5', 'HMOX1', 'PRSS1', 'CCAR1', 'EPRS', 'HOXC8', 'ATP5A1', 'CARD6', 'HCFC1', 'EEF1A1', 'POLR2A', 'TEK', 'FST', 'JUND', 'FASN', 'ISG20', 'THBS1', 'BCL10', 'TWIST1', 'RPS13', 'NR4A1', 'ACTL6A', 'ELF3', 'TSC22D3', 'TUBA1A', 'IGLC2', 'SMARCC1', 'TGM2', 'MYH9', 'CHUK', 'IRAK4', 'NFKB2', 'HSD17B8', 'NAV3', 'CDX2', 'ERCC6', 'AXIN1', 'REL', 'RPS3', 'EBF1', 'RPS4X', 'MALT1', 'TIMM50', 'POU2F2', 'SCAP', 'APH1B', 'RAC1', 'HIST1H4A', 'HIST1H2BA', 'TNIP1', 'CFL1', 'IKBKB', 'TANK', 'MARS', 'SIL1', 'COMMD10', 'NAGK', 'AKAP8L', 'TRAF3IP1', 'CASP7', 'GSK3B', 'RAB17', 'TRIM27', 'TRIM33', 'SYPL2', 'EPHA5', 'FEM1B', 'HK1', 'LCN2', 'ESRRA', 'TXN', 'YY1', 'RACK1', 'SHH', 'ATF4', 'INTS3', 'TRPC4AP', 'TCP1', 'HSPBP1', 'ATP1A1', 'SP1', 'PRKACA', 'IL1RAP', 'SEMG1', 'AXIN2', 'TAP1', 'RARG', 'XRCC4', 'CREBBP', 'PRKCZ', 'HIST1H2AA', 'ASCC3', 'IRF1', 'FOXO1', 'RBMXL2', 'TUBB4B', 'MAP3K11', 'RPL7', 'SOCS3', 'PDCD11', 'HDAC2', 'RIPK1', 'SLC1A5', 'PIAS3', 'PPARG', 'NPC2', 'AURKA', 'TOMM22', 'CLTC', 'RPS27', 'NFATC1', 'HPF1', 'SFXN1', 'PPARD', 'DPF3', 'ATP5C1', 'PKHD1L1', 'CNOT6', 'COPB1', 'RPLP0', 'HHEX', 'RRAS', 'HERPUD1', 'DHX9', 'DNAJB1', 'RPS6KA5', 'SPTBN1', 'RPS28', 'RPS18', 'CUL3', 'ZNF276', 'NFRKB', 'SLC25A5', 'SLC25A6', 'HYOU1', 'ITGAL', 'DCUN1D1', 'IGKC', 'DNAJC7', 'E2F1', 'EEF1D', 'TLR1', 'HSPB1', 'RBBP5', 'SP3', 'KCTD12', 'RPLP2', 'HSPA6', 'MAPT', 'PDCD4', 'TLR9', 'SEMA4D', 'PRKCD', 'NCOA1', 'COPS5', 'EBF2', 'IL6R', 'UBE2K', 'UACA', 'ETS1', 'CDKN1B', 'DNMT3L', 'APP', 'IRS1', 'CCS', 'NR2E3', 'PPP4C', 'A2M', 'HMGA1', 'CSNK1A1', 'COMMD3', 'DHRS7B', 'PAK2', 'HDAC6', 'ACTA2', 'HNRNPK', 'SPRR1A', 'TNFAIP3', 'CDK9', 'IFI16', 'XRCC5', 'BLMH', 'MYH10', 'HTT', 'CXCR3', 'LRRIQ4', 'NR3C1', 'SIN3A', 'ICA1', 'TUBB1', 'PLA2G10', 'DDX39A', 'PSMC2', 'COPA', 'CCT2', 'SLC25A10', 'SOCS1', 'SIRT6', 'IGHA1', 'TP63', 'DAXX', 'AHSA1', 'MATR3', 'SEMG2', 'RUNX1T1', 'CLU', 'CFTR', 'IRAK1BP1', 'DDX21', 'CD40', 'RGS4', 'DAP3', 'NOTCH2', 'MET', 'MEN1', 'C1orf52', 'TLR3', 'MAP3K1', 'ZFP36', 'ETHE1', 'CNTN2', 'PRPF8', 'PLXNA3', 'AZGP1', 'IL10RB', 'GTF2I', 'COMMD2', 'TRIM72', 'NCOA2', 'RPL11', 'NSUN2', 'TCF3', 'TUBB4A', 'PDGFB', 'HLX', 'ATF7', 'PSMD2', 'SPEN', 'COMMD5', 'SARAF', 'ANKRD20A4', 'KAT5', 'MAP2K5', 'DDX3X', 'STAP2', 'PRDX1', 'CDKN1A', 'ATP5J', 'NCL', 'HIST1H1B', 'PCMT1', 'TNIP3', 'CUEDC2', 'TGIF1', 'MCCC2', 'VPS4A', 'RAC3', 'CASP2', 'PKN1', 'VTN', 'MAP3K7', 'YWHAZ', 'RBBP8NL', 'BMP4', 'SMARCA4', 'MED23', 'RUVBL1', 'TNF', 'SMARCD2', 'RORB', 'ITGB2', 'GAPDH', 'CCND1', 'NOLC1', 'HMGB2', 'DDX46', 'DPM1', 'PRF1', 'PLA2G2A', 'IL18R1', 'NDUFA10', 'BIRC3', 'SEH1L', 'HSPA8', 'RMC1', 'TRIM28', 'RAB23', 'FLNB', 'SKP2', 'CUL5', 'PLXNB2', 'NFKBIZ', 'RXRA', 'BFAR', 'RPL7A', 'RPS20', 'GABPB1', 'HSP90AA1', 'BANP', 'ITGB3', 'TNC', 'NCOA6', 'CCT8', 'AES', 'IRAK1', 'PRMT6', 'TUBA1B', 'PCCA', 'DDX17', 'G3BP2', 'DPF1', 'STK11', 'HMGA2', 'TP53BP2', 'ANKRD20A1', 'ASH2L', 'IRF3', 'MST1R', 'MAP1LC3B', 'SEC16A', 'MTOR', 'LEF1', 'IRAK3', 'COMMD1', 'NOD2', 'TUBB3', 'PML', 'GRB14', 'KLF10', 'CHD3', 'NOD1', 'GABPB2', 'EOMES', 'IRF5', 'CD86', 'ATF2', 'SEC14L2', 'SFN', 'MRGBP', 'ARF4', 'HCAR2', 'COPB2', 'DSP', 'HADHA', 'ROBO1', 'DNAJA3', 'ITGB3BP', 'IFNGR1', 'RPS2', 'THRB', 'SMARCA2', 'STRN3', 'PIK3CA', 'ZER1', 'IRF9', 'CTNNB1', 'EFTUD2', 'NR1H2', 'ATP5B', 'HSPA1L', 'JAKMIP1', 'COMMD7', 'PC', 'AIFM1', 'TOP2A', 'MCL1', 'ADSL', 'CEBPA', 'PTPRF', 'KPNA2', 'STXBP4', 'TUBA4A', 'ELF1', 'ARID1B', 'TLR4', 'SMG7', 'TUBA8', 'PSMA4', 'SIN3B', 'BTBD11', 'ILK', 'MBD1', 'DHX30', 'NR1H3', 'TSC1', 'TRIP4', 'RIPK3', 'SBSN', 'PSME2', 'RB1', 'CCL3', 'TLR8', 'HSPA14', 'MUC1', 'DISC1', 'CNOT6L', 'SPART', 'RARA', 'MSH2', 'RUVBL2', 'CSF1', 'UBE2D3', 'GTF3C1', 'MRPS31', 'PPM1B', 'MYD88', 'APCS', 'POU2F1', 'CFAP73', 'PRDX2', 'SPTAN1', 'ATF3', 'NEDD4', 'IL18RAP', 'PARP1', 'KDM2A', 'DOK1', 'FARSA', 'SIRT1', 'RARS', 'COMMD9', 'JAG1', 'AFF1', 'TNIP2', 'VPS26A', 'ALOX12B', 'ANKRD44', 'RPL13', 'IL10', 'BRCA1', 'HOXC13', 'THRA', 'AGER', 'ANXA4', 'IRAK2', 'HIST1H1A', 'CASP3', 'HIST1H2BB', 'SLC25A12', 'PADI1', 'ALPI', 'PSME1', 'ELP1', 'NSD1', 'S100A9', 'CD1D', 'TAF4B', 'NQO2', 'PLXNB3', 'HSP90AB3P', 'UNC5CL', 'HNRNPD', 'APOE', 'CRLF3', 'ESR1', 'PPARGC1A', 'TUBA4B', 'ABL1', 'RUNX1', 'STAT5A', 'BAG1', 'SNRPB', 'ARF6', 'RPL6', 'AHR', 'PLS3', 'MYL12A', 'PRKCE', 'HDAC7', 'ANKRD20A2', 'RPS27L', 'HSPA1A', 'ECSIT', 'NFKBIE', 'TBP', 'ALDH5A1', 'CREB1', 'TTF2', 'PRKAA1', 'BARD1', 'FN1', 'GIT2', 'IQGAP1', 'FRMD8', 'TRIB3', 'KSR2', 'BRMS1', 'RPS15A', 'IL10RA', 'IRS2', 'GGCT', 'APC', 'CDC34', 'ENO1', 'ING3', 'ANKHD1', 'ARRB2', 'PDGFA', 'ANKRD24', 'RPL23', 'IKBKE', 'ING1', 'ABCC2', 'NPM1', 'MMP9', 'CARM1', 'MYH14', 'EBF3', 'RPS10', 'SLC25A22', 'PPME1', 'COPS6', 'MAML1', 'NFKBID', 'CSNK1D', 'NGFR', 'PRKCA', 'NACA', 'NOV', 'JUN', 'NFATC4', 'RSF1', 'SAP30', 'RPS5', 'ZNF239', 'CPSF6', 'TUBA3E', 'TNFRSF4', 'LPAR3', 'FBXW7', 'DEDD', 'HMGB1', 'LYL1', 'HIST1H1C', 'EEF1G', 'IGF2BP1', 'PRKCI', 'TAB3', 'NFAT5', 'TBK1', 'FBL', 'PCBD1', 'NCOA3', 'DFFB', 'YWHAQ', 'NELFB', 'XIAP', 'CYLD', 'SF1', 'STAT1', 'TERT', 'ING4', 'KPNA6', 'VDR', 'HDAC10', 'SRF', 'AKAP8', 'NECTIN2', 'UTP20', 'EGFR', 'ANKRD23', 'SNAI1', 'RAG2', 'TFAM', 'CSNK2A1', 'STAT4', 'SMAD3', 'FITM2', 'STAT5B', 'MTHFD1', 'TRIP6', 'NPEPPS', 'VPS72', 'HDAC1', 'CDC37', 'PIAS1', 'TLR6', 'TP73', 'MTPN', 'MYC', 'CASP4', 'IL1R1', 'KCNN4', 'DAPK1', 'CSNK2A2', 'KPNA3', 'IFNG', 'CTNND1', 'CAP1', 'KPNB1', 'RGS14', 'ESR2', 'NOS2', 'MXD3', 'EP300', 'CDSN', 'SORL1', 'GLUL', 'RAF1', 'NSD2', 'HDAC5', 'JUP', 'H2AFX', 'RPS6KA1', 'MAPK1', 'CDK5RAP3', 'PAG1', 'SCLT1', 'PHF10', 'RPS10P5', 'ANKEF1', 'CUL4B', 'PKM', 'CXCL1', 'MTMR2', 'TUFM', 'PFKP', 'LPL', 'ILF2', 'CEP162', 'LARS', 'POTEKP', 'NCF1', 'SF3A1', 'YBX1', 'ANXA1', 'MAP3K3', 'ING2', 'PF4', 'FKBP8', 'UBE2D1', 'APBA2', 'NRIP1', 'PAX5', 'TNFRSF1A', 'SMAD2', 'RPS19', 'RASD1', 'MTA2', 'IQGAP2', 'PPP2R2B', 'MTA1', 'FGF23', 'INS', 'PRKDC', 'PDE8A', 'SUMO2', 'ZBTB16', 'TIMP1', 'ACTB', 'ANKRD12', 'IRF2', 'CEBPD', 'SSR1', 'LIF', 'CYBB', 'KPNA1', 'EEF1A2', 'TLR10', 'TLR7', 'LDLRAP1', 'FOXO3', 'ZFYVE9', 'ATAD3A', 'SMARCE1', 'FAS', 'SPPL2A', 'RPS14', 'CKAP5', 'FOXP2', 'CDON', 'ZBTB9', 'CXCL10', 'CD3EAP', 'RIPK2', 'RBPJ', 'CCL5', 'ASB6', 'VARS', 'AKT2', 'CRP', 'PSMC3', 'EIF2AK2', 'MAPK8', 'BACE2', 'ANXA2', 'ZNF423', 'SYTL4', 'NFKB1', 'PELP1', 'TGFB1', 'CEP112', 'DST', 'HNRNPU', 'PARP2', 'BCL3', 'BCOR', 'LCK', 'UXT', 'TUBB', 'CCL22', 'RFXANK', 'NOS3', 'CEBPG', 'PSEN1', 'KPNA4', 'IKZF1', 'ARRB1', 'PIP', 'DIRAS2', 'UBE2L3', 'RARB', 'VIM', 'CUL1', 'HDAC9', 'MDM2', 'BAG2', 'AR', 'JCHAIN', 'TLR2', 'SMAD4', 'NCOR1', 'FANCD2', 'TFAP2A', 'FCMR', 'IFNB1', 'KLF5', 'RAN', 'RPS3A', 'UBR5', 'PTGES3', 'MAP3K8', 'RPS24', 'GTF2B', 'CDK2', 'PRPSAP2', 'SKP1', 'AUP1', 'SMAD7', 'SLC25A13', 'IGFBP7', 'CCAR2', 'TRIM21', 'HSPA5', 'RAD50', 'TRAP1', 'VAPA', 'NCSTN', 'TLR5', 'CCT3', 'IHH', 'KMT2A', 'EHMT1', 'ACACA', 'ELK1', 'H1F0', 'FRAT2', 'CSF3R', 'CCT4', 'COMMD6', 'NSDHL', 'EP400', 'HNRNPA1', 'SMARCC2', 'MAPK11', 'NCOR2', 'PRPH', 'FANCA', 'SATB1', 'COMMD8', 'RBBP4', 'BTRC', 'VKORC1', 'KAT2B', 'CASP9', 'PSMD10', 'TAB1', 'TNFSF11', 'APOC1', 'SLC25A3', 'SQSTM1', 'ITGAV', 'CAD', 'UQCRC2', 'ACTBL2', 'SRC', 'DDB1', 'MAPK13', 'MYO1D', 'MMP3', 'IL1B', 'ISG15', 'LRPPRC', 'HSD17B4', 'CARD10', 'HIST1H2AB', 'INHBA', 'TP53BP1', 'SAP18', 'PHLPP1', 'SPI1', 'PLA2G4A', 'PLD3', 'XRCC6', 'RAB13', 'MSR1', 'PRSS3', 'ICAM1', 'C4orf19', 'ANKRD42', 'MTIF2', 'HSPA4', 'LIPG', 'MAPK12', 'SFPQ', 'NLRP3', 'TCF7L2', 'MAP3K14', 'GCN1', 'GMEB2', 'TUBB8', 'TUBA1C', 'DSCAM', 'FBXW11', 'HSP90AB1', 'GMPPA', 'SLC25A4', 'RELB', 'HSP90AB2P', 'ELAVL1', 'SLF1', 'WEE1', 'YEATS4', 'DVL3', 'RNF123', 'RIF1', 'CRADD', 'PRKCQ', 'HDAC4', 'NKRF', 'CUL4A', 'MYL6', 'CDK1', 'LILRB2', 'HIF1A', 'CAMKK2', 'CASP8', 'LRP1', 'PCCB', 'HNF4A', 'RPS11', 'HIST1H2BC', 'PDHB', 'CASP5', 'BCL2', 'VCAM1', 'CD82', 'IL6', 'RPL30', 'DBT', 'GZMB', 'CD276', 'CTBP1', 'MCM7', 'AKT1', 'SYNCRIP', 'MAP3K13', 'EIF4A1', 'DNAJA1', 'PPARA', 'DHH', 'LY96', 'SOD1', 'CIDEA', 'PIAS2', 'FNDC3B', 'ADAM9', 'LMNB1', 'HDAC3', 'ANKRD1', 'FOXP4', 'BOC', 'APRT', 'TXLNA', 'RHOQ', 'IRF8', 'TNRC6B', 'TAB2', 'COMMD4', 'PDHA1', 'BCL6', 'FLNC', 'IARS', 'CNOT2', 'SELE', 'FCGR2A', 'SMARCD1', 'USP9X', 'HSPH1', 'CXCL8', 'PLXND1', 'EGR1', 'STAT6', 'PSMD11', 'PRPS1', 'TARDBP', 'PGR', 'MEFV', 'RPS8', 'RAB27A', 'RELA', 'ANKS4B', 'SERPINA3', 'RBP4', 'NFYC', 'HSPA2', 'TNKS1BP1', 'APLP2', 'INPPL1', 'PIK3R1', 'CD163', 'NFATC2', 'CD84', 'KPNA5', 'NR5A2', 'ETFA', 'TNFAIP2', 'USH1G', 'DPF2', 'A2ML1', 'NMI', 'INSR', 'FBXW2', 'NR5A1', 'BSG', 'CAMTA2', 'CEBPB', 'RECQL', 'IL2RB', 'TUBB2B', 'INA', 'IRF7', 'NFATC3', 'VAPB', 'HSPD1', 'VSIG4', 'TNFRSF1B', 'TUBB2A', 'HSPA9', 'DDX5', 'GM2A', 'TP53', 'IRF4', 'OAT', 'TUBA3C', 'GFI1', 'NLRP2', 'SPAG9', 'SUMO1', 'ANKRD20A3']",NFKB1,0.0002426903274369563,mcU,6,1,5
10,['FAP'],"['POSTN', 'DPP4', 'GCG', 'TAC1', 'THBS2', 'FBN1', 'COL1A1', 'COL11A1', 'COL5A1', 'DPP6', 'FAP', 'FSTL1', 'NPY', 'RAB31', 'CAV1', 'THY1', 'SPARC', 'HUWE1', 'NID2', 'LOXL1', 'COL6A3', 'GHRH', 'MMP2', 'BGN', 'TMEM109', 'RBM4', 'LOX', 'CORO1C', 'PYY', 'DCN', 'CTSK', 'RBM3', 'LUM', 'COL1A2', 'SH3KBP1', 'PPT1', 'PHB', 'PDGFRB', 'SPOCK1', 'PHB2', 'MXRA8', 'SERPINF1', 'NPPB', 'VCAN', 'STOM', 'ASPN', 'ADA', 'ST14', 'COL10A1', 'ADCYAP1', 'HTRA1', 'COL3A1', 'SULF1', 'CCL18', 'COL5A2', 'MSRB1', 'LGALS1', 'DPP9', 'DPP10', 'VIP', 'PLAUR', 'GIP', 'ERLIN2', 'CDH11', 'AEBP1', 'ACOT6', 'DPP8']",FAP,8.827989254700519e-05,mcU,7,1,3
130,['RPS6KB1'],"['STK24', 'SGK3', 'BRAF', 'DEPTOR', 'HRAS', 'GRAMD1A', 'MAPKAPK2', 'GNA13', 'PPP2CB', 'TAOK2', 'EIF3M', 'TSSK4', 'UHMK1', 'PARD3', 'SRSF2', 'MAK', 'COASY', 'MARK2', 'NUAK1', 'STRADA', 'PDPK1', 'MAP3K4', 'MAPK14', 'TSSK1B', 'EIF3I', 'BOLL', 'PSMC4', 'PPP5C', 'DAPK3', 'ACVR1B', 'EIF3E', 'LATS2', 'EIF4G1', 'CDK4', 'EEF2K', 'MYLK2', 'TTN', 'CDKN3', 'CCND3', 'DCLK1', 'KIR3DL1', 'CDC42BPB', 'CDC42BPA', 'NRK', 'MAP4K5', 'CAMK1', 'PAK6', 'PIP4K2A', 'PRKACB', 'TRIB1', 'TSSK6', 'DAPK2', 'PLD2', 'DPPA4', 'PRG2', 'PTEN', 'UBL4A', 'PPP2R2D', 'MAP4K3', 'MAP2K6', 'FKBP1A', 'PBK', 'PAK5', 'TRIO', 'PPP2R2A', 'EIF3J', 'NRAS', 'MKNK1', 'STK4', 'ACTA1', 'NCBP2', 'RNF7', 'AKT1S1', 'CARHSP1', 'TAOK3', 'TRIB2', 'ARAF', 'LMCD1', 'ACVR1', 'AKT3', 'PRKCG', 'PRKAA2', 'KRT10', 'CDKN2A', 'LATS1', 'STK32B', 'MAPK15', 'CAB39', 'STK25', 'GNAO1', 'RPTOR', 'PPP2R5E', 'RHEB', 'CCNG1', 'EIF3A', 'NEK6', 'EIF3C', 'TGFBR1', 'EEF2', 'MKNK2', 'PEBP1', 'EIF4A3', 'TSSK3', 'MUSK', 'PPP1R9A', 'IER3', 'MAP4', 'MAP2K2', 'PPP2R1B', 'RPS6KB2', 'PHLPP2', 'FMR1', 'EIF4EBP1', 'PPP2R5C', 'EIF3H', 'BUB1B', 'CYFIP1', 'ACVR2A', 'EIF3F', 'ACVR1C', 'RICTOR', 'MARK4', 'UPF3B', 'RPS6', 'PXK', 'PPP1R9B', 'RPL5', 'DUSP1', 'GRK5', 'CDKL2', 'RPS6KB1', 'SBK1', 'EIF3K', 'NEK2', 'DYRK1B', 'OGT', 'UBQLN1', 'GSK3A', 'PIN1', 'DUSP3', 'NTRK3', 'CCNA2', 'PAK4', 'BTF3', 'GRK2', 'RPS6KA3', 'MARK1', 'RRAGD', 'SGK1', 'TSC2', 'LIMK1', 'CDKN2C', 'RHOA', 'PAK1', 'RRAGB', 'BMPR2', 'APPL1', 'URI1', 'CCND2', 'NR1I2', 'STRADB', 'PAK3', 'EIF3B', 'NUAK2', 'FGFR1', 'STMN2', 'MAP2K1', 'IER5', 'DMPK', 'CHEK2', 'CLK2', 'PRKCB', 'ATM', 'PIM1', 'EIF2AK4', 'ITGA6', 'BLVRA', 'EIF4B', 'CCT6A', 'PRKAR1A', 'MAP2K4', 'PAWR', 'GLI1', 'CDK7', 'SLC9A3R2', 'CLEC3B', 'NPRL2', 'TRIM25', 'AAMP', 'PPP2R2C', 'ITSN1', 'USO1', 'DCC', 'CAMKK1', 'PKMYT1', 'CDK5', 'CCNY', 'PHKG1', 'YWHAB', 'NCBP1', 'MAPKAP1', 'PKN2', 'ICK', 'MAPK3', 'MXD1', 'KRAS', 'HIPK1', 'MAP4K4', 'PDK1', 'DDIT4L', 'TESK2', 'DYRK2', 'GRK1', 'ACVR2B', 'RHEBL1', 'STK38L', 'ABI2', 'ROCK1', 'RHOU', 'PABPN1', 'DAZL', 'BAX', 'HIPK3', 'CCNE1', 'GRK4', 'CAMK2A', 'CLK1', 'RPS6KA6', 'RRAGC', 'EIF4G2', 'CHEK1', 'CSNK2B']",RPS6KB1,0.0005752511189927034,mcU,8,1,7
104,['OSMR'],"['FNDC3A', 'NFAM1', 'CD46', 'CTGF', 'IFNK', 'IL17A', 'KLKB1', 'STAB1', 'MICB', 'MYOF', 'TNFSF12', 'VWA1', 'TGFBR2', 'CADM1', 'CD274', 'IL11', 'EPS8', 'C1R', 'LIFR', 'IL2', 'CX3CL1', 'TLE1', 'NEO1', 'F12', 'IL18', 'ITGA2', 'ELANE', 'PTHLH', 'EBI3', 'OSM', 'CNTF', 'ABI3BP', 'KIR2DL1', 'IL7R', 'PARP4', 'TNFRSF11A', 'PTPRU', 'DAG1', 'LILRB5', 'IL31RA', 'IL7', 'RNF135', 'KIR3DP1', 'LILRB3', 'TGFB2', 'IL22RA2', 'HPX', 'FSD2', 'FLT1', 'FNDC1', 'IL13RA1', 'PDCD1LG2', 'IL22RA1', 'THBS4', 'CDH13', 'IL20RA', 'HLA-G', 'FER', 'C1QC', 'CARD9', 'CELSR1', 'MICA', 'NCR1', 'PDGFC', 'NRP1', 'IL13RA2', 'PDPN', 'IGDCC4', 'IL12RB2', 'SIRPB1', 'C1QB', 'GH1', 'EGF', 'PLAU', 'KIR2DL5B', 'PVR', 'LRRN4CL', 'C1S', 'IL13', 'IL21', 'ROBO3', 'AFAP1L1', 'VEGFC', 'HFE', 'LY75', 'FNDC8', 'CTF1', 'CRTAM', 'KRT16', 'NCR3', 'KIR3DL2', 'TNFSF13B', 'CNR1', 'KIR2DL4', 'CBFA2T2', 'EFNB1', 'MFAP3', 'CSF3', 'CD97', 'LILRA2', 'IGFBP5', 'NOTCH3', 'CSF2', 'SERPING1', 'OSMR', 'TRIM46', 'MYOM3', 'C2', 'TNFAIP6', 'EDA2R', 'CTSB', 'CFB', 'SH2D1A', 'ZMYND11', 'ADORA2B', 'CFI', 'C4B', 'CAMP', 'SDK1', 'ROBO2', 'C7', 'ANKLE2', 'EPHA3', 'CMYA5', 'IL6ST', 'FCER1A', 'F3', 'ILDR2', 'AHSG', 'RNF31', 'IL11RA', 'F8', 'ITGB4', 'MASP2', 'IL27RA', 'C4BPA', 'UNC13D', 'CFH', 'IL16', 'CBFA2T3', 'MOG', 'VEGFB', 'MASP1', 'TBX2', 'CXCL12', 'PROS1', 'IL20RB', 'ADORA1', 'IL5RA', 'EPO', 'C1QA', 'LILRA1', 'HRG', 'C1RL', 'CNTFR', 'FGFRL1', 'IL20', 'IL22', 'VEGFA']",OSMR,0.000171616082560333,mcU,9,1,4
